Angry Birds,Droid Invaders,Pie3dDemo
1808.24598453502,1935.12988453502,1908.54098453502
1909.92988453502,1908.54098453502,1900.35978453502
1883.34098453502,1833.44598453502,1833.44598453502
1875.15978453502,1935.12988453502,1908.54098453502
1808.24598453502,1935.12988453502,1908.54098453502
1909.92988453502,1833.44598453502,1908.54098453502
1883.34098453502,1908.54098453502,1833.44598453502
1883.34098453502,1900.35978453502,1908.54098453502
1875.15978453502,1833.44598453502,1935.12988453502
1909.92988453502,1935.12988453502,1833.44598453502
1808.24598453502,1924.90338453502,1969.89998453502
1909.92988453502,1883.34098453502,2002.62478453502
1808.24598453502,1883.34098453502,1924.90338453502
1883.34098453502,1875.15978453502,1918.76748453502
1875.15978453502,2046.96498453502,1935.12988453502
1883.34098453502,3100.33498453502,1833.44598453502
1808.24598453502,2196.51898453502,1833.44598453502
1875.15978453502,2283.53224284058,1908.54098453502
1908.54098453502,1932.91824284058,1900.35978453502
1833.44598453502,1932.91824284058,1908.54098453502
1953.53758453502,1883.34098453502,1908.54098453502
1833.44598453502,1883.34098453502,1924.90338453502
1833.44598453502,1808.24598453502,1935.12988453502
2002.62478453502,1909.92988453502,1833.44598453502
1833.44598453502,1808.24598453502,1900.35978453502
1969.89998453502,1883.34098453502,1908.54098453502
3125.53498453502,1924.24698453502,1833.44598453502
3311.06231088632,1808.24598453502,1935.12988453502
2018.97331088632,1909.92988453502,1833.44598453502
2018.97331088632,1875.15978453502,1900.35978453502
2018.97331088632,1820.84598453502,1908.54098453502
2018.97331088632,1895.94098453502,1833.44598453502
1969.89998453502,1820.84598453502,1924.90338453502
1908.54098453502,1912.30338453502,1833.44598453502
1935.12988453502,1820.84598453502,1908.54098453502
1833.44598453502,1820.84598453502,1833.44598453502
1908.54098453502,1895.94098453502,1953.53758453502
1895.94098453502,1936.84698453502,1833.44598453502
1895.94098453502,1912.30338453502,1908.54098453502
1895.94098453502,1906.16748453502,1935.12988453502
1820.84598453502,1887.75978453502,1833.44598453502
1887.75978453502,1922.52988453502,1935.12988453502
1895.94098453502,1895.94098453502,1908.54098453502
1820.84598453502,1820.84598453502,1833.44598453502
1887.75978453502,1820.84598453502,1918.76748453502
1820.84598453502,1922.52988453502,1900.35978453502
1895.94098453502,1820.84598453502,1908.54098453502
1887.75978453502,1895.94098453502,1833.44598453502
1906.16748453502,1912.95978453502,1935.12988453502
1820.84598453502,1846.04598453502,1833.44598453502
1895.94098453502,1921.14098453502,1935.12988453502
1895.94098453502,1937.50338453502,1900.35978453502
1820.84598453502,1846.04598453502,1833.44598453502
1922.52988453502,1846.04598453502,1908.54098453502
1820.84598453502,2084.76498453502,1900.35978453502
1820.84598453502,3262.80724284058,1918.76748453502
1940.93758453502,3462.67684284058,1833.44598453502
1820.84598453502,3440.78084284058,1908.54098453502
1912.30338453502,3212.08704284058,1908.54098453502
1820.84598453502,2334.39704284058,1833.44598453502
1895.94098453502,1970.71824284058,1935.12988453502
1895.94098453502,2045.81324284058,1833.44598453502
1922.52988453502,2037.63204284058,1833.44598453502
1820.84598453502,1931.36748453502,1935.12988453502
1895.94098453502,1947.72988453502,1908.54098453502
1971.61708453502,1921.14098453502,1833.44598453502
3112.93498453502,1912.95978453502,1918.76748453502
3112.93498453502,1795.64598453502,1900.35978453502
3237.60724284058,1870.74098453502,1908.54098453502
3237.60724284058,1870.74098453502,1935.12988453502
3278.96944284058,1870.74098453502,1833.44598453502
2674.54524284058,1795.64598453502,1833.44598453502
2042.23924284058,1915.73758453502,1953.53758453502
2020.61324284058,1795.64598453502,1833.44598453502
2036.97564284058,1862.55978453502,1908.54098453502
2005.63974284058,1870.74098453502,1908.54098453502
1870.74098453502,1870.74098453502,1833.44598453502
1870.74098453502,1795.64598453502,1935.12988453502
1870.74098453502,1897.32988453502,1935.12988453502
1795.64598453502,1795.64598453502,1833.44598453502
1862.55978453502,1870.74098453502,1833.44598453502
1870.74098453502,1897.32988453502,1924.90338453502
1795.64598453502,1795.64598453502,1908.54098453502
1870.74098453502,1897.32988453502,1908.54098453502
1897.32988453502,1870.74098453502,1924.90338453502
1795.64598453502,1795.64598453502,1908.54098453502
1795.64598453502,1908.54098453502,1908.54098453502
1887.10338453502,1908.54098453502,1900.35978453502
1795.64598453502,1924.90338453502,1833.44598453502
1897.32988453502,1833.44598453502,1908.54098453502
1870.74098453502,1935.12988453502,1908.54098453502
1795.64598453502,1833.44598453502,1935.12988453502
1870.74098453502,1908.54098453502,1833.44598453502
1870.74098453502,1900.35978453502,1908.54098453502
1908.54098453502,1833.44598453502,1908.54098453502
1833.44598453502,1908.54098453502,1833.44598453502
1900.35978453502,1900.35978453502,1953.53758453502
1908.54098453502,1935.12988453502,1846.04598453502
1900.35978453502,1833.44598453502,1846.04598453502
1908.54098453502,1900.35978453502,1947.72988453502
1833.44598453502,1908.54098453502,1921.14098453502
1908.54098453502,1833.44598453502,1937.50338453502
1900.35978453502,1924.90338453502,1846.04598453502
1908.54098453502,1833.44598453502,1921.14098453502
1833.44598453502,1833.44598453502,1966.13758453502
1908.54098453502,1908.54098453502,1921.14098453502
1900.35978453502,1900.35978453502,1846.04598453502
1833.44598453502,1833.44598453502,1846.04598453502
1935.12988453502,1949.44698453502,1947.72988453502
1833.44598453502,3125.53498453502,1846.04598453502
1833.44598453502,1833.44598453502,1921.14098453502
1935.12988453502,1833.44598453502,1921.14098453502
1833.44598453502,1833.44598453502,1846.04598453502
1900.35978453502,2071.08298453502,1921.14098453502
1908.54098453502,1908.54098453502,1947.72988453502
1908.54098453502,1833.44598453502,1846.04598453502
1908.54098453502,1908.54098453502,1833.44598453502
1935.12988453502,1908.54098453502,1924.90338453502
1833.44598453502,1833.44598453502,1833.44598453502
1908.54098453502,1949.44698453502,1908.54098453502
1984.21708453502,1900.35978453502,1908.54098453502
2021.03248453502,1908.54098453502,1833.44598453502
1908.54098453502,1833.44598453502,1908.54098453502
1908.54098453502,1924.90338453502,1900.35978453502
1833.44598453502,1883.34098453502,1908.54098453502
1935.12988453502,1883.34098453502,1833.44598453502
1935.12988453502,1875.15978453502,1908.54098453502
2748.08724284058,1808.24598453502,1908.54098453502
3126.73384284058,1883.34098453502,1833.44598453502
3035.88424284058,1883.34098453502,1908.54098453502
3027.85804284058,1883.34098453502,1833.44598453502
4539.96878430338,1875.15978453502,1908.54098453502
4582.59778430338,1928.33758453502,1924.90338453502
4146.55738430338,1909.92988453502,1908.54098453502
3505.73378430338,1883.34098453502,1833.44598453502
3389.99078430338,1808.24598453502,1921.14098453502
3367.82618430338,1883.34098453502,1947.72988453502
3182.91751088632,1875.15978453502,1846.04598453502
3113.25724284058,1883.34098453502,1947.72988453502
2953.81824284058,1808.24598453502,1846.04598453502
2577.86424284058,1808.24598453502,1912.95978453502
2157.03924284058,1883.34098453502,1966.13758453502
2382.96404284058,2046.96498453502,1921.14098453502
2710.84064284058,2585.75598453502,1947.72988453502
2620.87904284058,2121.29498453502,1947.72988453502
2598.11424284058,1833.44598453502,1846.04598453502
2412.65624284058,1833.44598453502,1937.50338453502
2213.40244284058,1908.54098453502,1846.04598453502
2306.68024284058,1833.44598453502,1846.04598453502
2236.22624284058,1935.12988453502,1931.36748453502
2306.68024284058,1908.54098453502,1947.72988453502
2102.35724284058,1908.54098453502,1846.04598453502
2109.35004284058,1990.35298453502,1846.04598453502
2186.90844284058,1833.44598453502,1947.72988453502
1901.84604284058,1833.44598453502,1833.44598453502
2031.90324284058,1969.89998453502,1935.12988453502
2255.79284284058,1833.44598453502,1908.54098453502
2114.40324284058,1908.54098453502,1833.44598453502
2191.85004284058,1908.54098453502,1908.54098453502
2385.35104284058,1833.44598453502,1908.54098453502
3506.57784284058,1908.54098453502,3125.53498453502
3066.37854284058,1908.54098453502,2372.35498453502
3011.76824284058,1769.65978453502,1833.44598453502
3383.36124284058,1702.74598453502,1833.44598453502
3242.45324284058,1777.84098453502,1833.44598453502
2984.23324284058,1777.84098453502,1949.44698453502
3209.70024284058,1818.74698453502,1833.44598453502
3336.69724284058,2278.45624284058,1833.44598453502
3215.13024284058,1827.41824284058,3125.53498453502
3719.23724284058,2870.48704284058,2372.35498453502
3238.12324284058,3773.87724284058,1833.44598453502
3275.35524284058,3370.70441088632,1833.44598453502
3371.60524284058,3360.44331088632,1908.54098453502
3217.11724284058,3708.33698430338,1785.44598453502
2757.96564284058,4531.62078430338,1860.54098453502
2751.13044284058,3406.86588430338,1860.54098453502
3046.49544284058,4480.48578430338,2236.48398453502
3552.81784284058,3765.84518430338,2564.48024284058
3010.80724284058,2837.19178430338,2674.51024284058
3374.09424284058,2496.42171088632,3425.70904284058
4221.35724284058,2889.25311088632,3785.10724284058
3432.12324284058,2670.42511088632,4163.30224284058
3202.16004284058,2593.62831088632,4006.13831088632
3035.88924284058,2554.90811088632,2797.49691088632
2878.15544284058,2556.53671088632,2627.81971088632
2936.71224284058,2546.95624284058,3335.10931088632
2726.56004284058,2885.43044284058,3362.46451088632
3094.83804284058,3257.33424284058,2842.35151088632
3722.44724284058,3240.55624284058,2797.09261088632
3152.29504284058,3039.70824284058,2555.54431088632
2346.94524284058,3063.56824284058,2284.15831088632
2967.14284284058,3063.56824284058,2571.45651088632
3146.27744284058,3063.56824284058,2250.87811088632
2873.33024284058,3063.56824284058,2107.82564284058
1923.04124284058,3207.66364284058,2211.21824284058
2424.88244284058,3207.66364284058,2211.21824284058
2031.90324284058,3063.56824284058,2345.19884284058
2095.31824284058,3063.56824284058,1978.71364284058
1718.71824284058,3063.56824284058,2281.61324284058
1901.84604284058,3063.56824284058,1718.71824284058
1923.04124284058,3063.56824284058,2656.36464284058
2095.31824284058,3466.58844284058,3280.66124284058
1901.84604284058,3094.20724284058,2964.07024284058
1923.04124284058,3094.20724284058,3122.15264284058
2548.57784284058,3047.47024284058,3132.75024284058
1949.53524284058,3506.50124284058,2813.83104284058
2199.42964284058,3094.17724284058,2979.99024284058
1923.04124284058,3012.66824284058,2737.33464284058
2067.13664284058,3277.33504284058,3383.36124284058
1949.53524284058,2751.06724284058,3136.77224284058
1923.04124284058,3090.68124284058,3143.27784284058
1949.53524284058,3012.66824284058,3256.00424284058
2326.64124284058,3250.30524284058,3489.04224284058
2567.80264284058,3012.66824284058,3808.39224284058
2708.71064284058,3012.66824284058,3265.79824284058
2294.59524284058,3748.57724284058,2879.45124284058
2435.50324284058,3506.50124284058,3354.63984284058
3073.52124284058,3420.09724284058,2641.12124284058
3073.52124284058,2697.68824284058,1949.53524284058
2294.59524284058,3012.66824284058,2095.31824284058
2498.91824284058,3317.91724284058,2305.11064284058
2539.62104284058,3030.06824284058,2157.03924284058
2326.64124284058,3030.06824284058,2319.62964284058
2498.91824284058,3202.34524284058,2102.78544284058
2326.64124284058,3030.06824284058,2356.72124284058
2470.73664284058,3030.06824284058,1838.91824284058
2990.52664284058,3343.25324284058,1838.91824284058
2534.08624284058,3202.34524284058,1718.71824284058
2498.91824284058,2944.12524284058,1718.71824284058
2559.77331088632,2555.42724284058,1890.99524284058
2538.57811088632,3010.80724284058,1718.71824284058
2688.55771088632,2797.98324284058,1718.71824284058
2619.67331088632,2929.26824284058,1718.71824284058
2676.03651088632,3072.82384284058,2328.73644284058
2619.67331088632,3113.34324284058,2252.46004284058
2619.67331088632,2813.99724284058,3107.70524284058
3290.13091088632,3489.04224284058,3050.24424284058
2893.00431088632,3462.39544284058,3390.41504284058
2739.84511088632,4138.34724284058,2829.39424284058
3972.89651088632,4051.72784284058,2250.31704284058
3479.46631088632,4031.15231088632,2031.90324284058
3255.50424284058,3440.53931088632,2102.35724284058
3254.44844284058,4538.45731088632,2305.11064284058
3217.11724284058,4829.10231088632,2095.31824284058
3133.90624284058,3527.13281088632,1718.71824284058
3093.99344284058,2796.73381088632,1718.71824284058
3101.54524284058,2549.14611088632,1890.99524284058
3044.10244284058,2346.34011088632,1718.71824284058
2996.23654284058,2615.00931088632,1718.71824284058
3042.24924284058,2640.50464284058,1718.71824284058
2715.69324284058,1923.04124284058,1718.71824284058
2448.17824284058,1718.71824284058,2418.86124284058
2660.13024284058,1901.84604284058,2654.15604284058
3242.45324284058,1718.71824284058,2620.87904284058
3026.50564284058,1718.71824284058,2554.44924284058
3101.54524284058,1718.71824284058,3242.45324284058
2236.22624284058,2375.56464284058,2866.92124284058
2306.68024284058,3195.86324284058,3284.01464284058
2255.79284284058,2874.01424284058,3427.08224284058
1890.99524284058,2667.16584284058,3374.09424284058
1890.99524284058,2454.62724284058,3058.56704284058
1718.71824284058,2759.74724284058,3271.96804284058
1718.71824284058,2440.75504284058,2924.96224284058
2074.12304284058,2508.68724284058,2699.35744284058
1982.58544284058,2306.68024284058,2800.74324284058
1718.71824284058,2419.40664284058,3833.49824284058
1718.71824284058,2278.49224284058,3094.79724284058
1718.71824284058,2102.35724284058,2663.15144284058
1718.71824284058,2289.50924284058,2550.42504284058
2279.77464284058,2429.14264284058,2870.90224284058
3394.14324284058,2554.15424284058,2871.19724284058
3073.36364284058,2166.78604284058,2631.35864284058
3242.45324284058,1718.71824284058,2774.24924284058
2624.01824284058,1718.71824284058,2677.00624284058
2929.26824284058,1718.71824284058,2970.18964284058
2929.26824284058,1718.71824284058,2684.58624284058
2929.26824284058,1718.71824284058,2968.50284284058
3101.54524284058,2502.85324284058,2764.06824284058
3143.27784284058,3101.54524284058,2614.13224284058
2303.28924284058,3056.98004284058,2703.56284284058
2394.87944284058,2843.32524284058,2848.55404284058
2433.00584284058,2800.74324284058,2790.26724284058
2263.37644284058,3242.45324284058,2764.06824284058
1926.22224284058,3042.88924284058,2857.28704284058
1982.58544284058,3136.77224284058,2790.56224284058
1926.22224284058,3207.59854284058,2869.74924284058
1982.58544284058,3101.54524284058,2878.42324284058
2031.90324284058,2929.26824284058,2737.27924284058
2257.62724284058,3136.77224284058,2825.49424284058
2131.01224284058,3113.34324284058,2857.28704284058
2850.81964284058,2454.62724284058,2793.87844284058
2845.34224284058,2964.07024284058,2737.27924284058
2669.92124284058,3533.05824284058,2790.26724284058
2618.42524284058,2885.85424284058,2764.06824284058
2257.62724284058,2929.26824284058,2866.78704284058
2669.92124284058,2929.26824284058,3011.71924284058
2611.34284284058,3242.45324284058,2768.15144284058
2719.81224284058,2929.26824284058,2815.84064284058
2575.42724284058,2901.98124284058,2803.14244284058
2483.51324284058,2454.62724284058,2799.76724284058
2439.61224284058,3383.18844284058,2729.01824284058
2482.00264284058,3380.30624284058,2834.99424284058
2363.74144284058,3217.11724284058,2856.13044284058
2504.70844284058,2631.35864284058,2834.99424284058
2504.70844284058,2589.08624284058,2842.33464284058
2504.70844284058,2346.94524284058,3007.69504284058
2532.89004284058,2759.63884284058,2834.99424284058
2413.11824284058,2454.62724284058,2815.95864284058
2391.92304284058,2943.69564284058,2803.14244284058
2413.11824284058,2586.03124284058,2799.76724284058
2483.51324284058,2465.64424284058,2735.16424284058
2413.11824284058,2398.86044284058,2583.08624284058
2300.38544284058,2262.72024284058,2539.66874284058
2384.93664284058,2201.29424284058,2612.82724284058
2208.79524284058,2307.27024284058,2689.28464284058
2219.64604284058,2289.50924284058,2428.77984284058
2208.79524284058,2307.27024284058,2503.07414284058
2519.92304284058,2254.28224284058,2493.83534284058
2336.79524284058,2254.28224284058,2431.81578430338
2632.70844284058,2307.27024284058,2473.43188430338
2368.84124284058,2382.96404284058,2440.72978430338
2437.72564284058,2307.27024284058,3368.77478430338
2576.28624284058,2518.04224284058,2927.47238430338
2368.84124284058,2262.72024284058,2972.71901088632
2368.84124284058,2483.11024284058,2914.97731088632
2541.11824284058,2412.65624284058,2453.47861088632
2368.84124284058,2517.99224284058,3140.20181088632
2347.64604284058,2839.18384284058,2851.99931088632
2368.84124284058,2412.31124284058,2821.70251088632
2368.84124284058,2758.13224284058,2409.30661088632
2368.84124284058,2754.46204284058,3522.02831088632
2519.92304284058,2705.14424284058,2930.44731088632
2368.84124284058,2634.69024284058,2299.84591088632
2368.84124284058,2694.13364284058,3661.20081088632
2368.84124284058,2517.99224284058,3001.99431088632
2347.64604284058,2412.31124284058,2842.76221088632
2368.84124284058,2286.39974284058,2398.60481088632
2382.39524284058,2357.41724284058,3418.90641088632
2586.71824284058,3833.20724284058,2589.98324284058
2393.24604284058,3084.84224284058,2730.67124284058
2414.44124284058,2909.42124284058,3479.98624284058
2414.44124284058,2394.94674284058,3067.46424284058
2414.44124284058,2313.12624284058,2828.84024284058
2586.71824284058,2602.85104284058,2974.09674284058
2621.88624284058,4460.85724284058,2453.43374284058
2414.44124284058,3466.28924284058,2658.22444284058
2414.44124284058,3674.99354284058,2226.80244284058
2414.44124284058,3137.84444284058,3427.87674284058
2565.52304284058,2158.10924284058,2948.14844284058
2414.44124284058,2364.12324284058,2840.46724284058
2643.08144284058,2278.71924284058,2705.59924284058
2393.24604284058,3018.04124284058,2714.07684284058
2586.71824284058,2454.36824284058,2663.28074284058
2586.71824284058,2365.68364284058,2643.39414284058
2586.71824284058,2555.24484284058,3009.79074284058
2414.44124284058,2348.92884284058,3524.59524284058
2910.80664284058,2461.15114284058,3094.02124284058
2989.04154284058,2301.64734284058,2727.78024284058
3495.08524284058,2302.98234284058,2926.42424284058
3596.13624284058,2218.88624284058,2653.93134284058
2631.14214284058,2200.14424284058,3419.00324284058
2355.24824284058,3703.41784284058,2868.50424284058
2449.00724284058,2932.21424284058,2842.54524284058
2378.23374284058,3020.08524284058,2765.03724284058
2402.14704284058,2290.81224284058,3058.52624284058
2392.71324284058,2201.09224284058,3058.52624284058
2477.96624284058,2292.45584284058,2860.67734284058
2378.23374284058,2294.07894284058,3517.01224284058
2461.27904284058,3246.26924284058,3589.67124284058
2324.16498453502,2518.35724284058,2948.22984284058
2624.35498453502,3410.70024284058,3292.17444284058
2373.29498453502,3090.44164284058,2687.61094284058
2536.48398453502,2381.49924284058,3272.19864284058
2215.46998453502,2449.42424284058,2800.84424284058
2201.44698453502,2290.82024284058,2950.84444284058
3164.33498453502,3081.47534284058,2940.87034284058
2536.68498453502,2419.45924284058,2445.67924284058
2323.28398453502,2320.32204284058,3474.09724284058
2160.09498453502,2382.92404284058,2719.36024284058
2056.10498453502,2927.46344284058,2800.25084284058
2029.15298453502,2462.41054284058,2671.00724284058
2110.96498453502,2320.84224284058,2550.81454284058
2737.53298453502,3080.38824284058,4311.35724284058
2323.28398453502,2600.34424284058,3284.57924284058
2323.28398453502,2371.78504284058,3344.44844284058
2222.85998453502,2224.79924284058,3218.91844284058
2002.26998453502,2837.74924284058,2785.06984284058
2162.98178453502,2634.17974284058,2502.44094284058
3164.33498453502,2181.99494284058,3328.74224284058
2222.85998453502,2118.59224284058,2915.25824284058
2160.09498453502,2223.82524284058,2757.19124284058
2411.15498453502,2178.46724284058,2681.31424284058
2040.99248453502,2267.69924284058,2452.65024284058
2030.55898453502,3035.04584284058,2400.29704284058
2059.83248453502,2035.03124284058,2389.54874284058
2078.66498453502,3258.80674284058,3245.64224284058
2378.85498453502,2446.16224284058,2846.07424284058
2127.79498453502,2422.26824284058,3642.10784284058
2127.79498453502,2288.25624284058,3234.78574284058
2190.55998453502,2325.03974284058,2593.98284284058
2059.69498453502,2597.42434284058,2325.83284284058
2037.75898453502,2337.74304284058,3482.26724284058
3132.03498453502,2928.41444284058,3039.79224284058
2127.79498453502,2314.51424284058,2877.19224284058
2190.55998453502,2215.50824284058,2895.94644284058
2290.98398453502,2211.90374284058,2803.34424284058
1969.96998453502,2243.32524284058,2755.20424284058
2178.13198453502,2276.05004284058,2615.87924284058
2095.58498453502,2304.68424284058,3018.07724284058
2029.05498453502,2242.40254284058,2520.69284284058
2027.53248453502,2203.87524284058,4313.85724284058
2037.75898453502,2249.85144284058,3388.14524284058
1996.85298453502,2183.42224284058,3213.04524284058
2027.53248453502,3203.72224284058,2804.72574284058
2008.46498453502,2394.00724284058,2577.27124284058
2559.71498453502,2177.51424284058,3279.82624284058
2057.59498453502,2257.64234284058,2803.34424284058
2120.35998453502,2825.04724284058,2888.01444284058
2057.59498453502,2213.96824284058,2569.47084284058
1953.60498453502,3042.49424284058,2524.04224284058
1957.33248453502,2259.44674284058,2641.05624284058
1967.55898453502,2567.29824284058,2548.76254284058
2434.18498453502,2210.59724284058,3475.86124284058
2057.59498453502,2272.29224284058,3110.72264284058
2057.59498453502,2310.35824284058,3058.99254284058
2220.78398453502,2663.72224284058,2866.29224284058
2097.16498453502,2354.49804284058,3216.37944284058
1906.19998453502,2219.36264284058,2887.20824284058
2008.46498453502,2255.03174284058,3562.28224284058
2848.43398453502,2663.72224284058,2757.03004284058
2120.35998453502,2198.88524284058,2693.91924284058
2057.59498453502,2279.46044284058,3009.10324284058
2220.78398453502,3115.95214284058,3583.03094284058
2002.70498453502,2150.53624284058,2876.15724284058
1955.29998453502,2088.57824284058,2914.58784284058
2026.88548453502,3189.73624284058,2880.40524284058
2797.10998453502,2520.27174284058,2499.97224284058
2106.69498453502,2380.94424284058,2734.91874284058
2106.69498453502,2164.93364284058,2643.52624284058
2357.75498453502,2382.04024284058,3295.13774284058
2002.70498453502,3064.38784284058,3049.61724284058
1975.75298453502,2170.98924284058,2612.23924284058
2057.56498453502,2430.25004284058,2602.06824284058
2608.81498453502,2242.12304284058,3145.37464284058
2269.88398453502,2210.77824284058,3522.08224284058
2269.88398453502,2088.57824284058,2983.54424284058
2357.75498453502,3095.80724284058,3061.02624284058
2002.70498453502,2538.19224284058,2957.60084284058
2026.88548453502,2233.28424284058,2708.15024284058
2016.65898453502,2714.36024284058,2951.94144284058
2357.75498453502,2156.89974284058,2557.74504284058
2169.45998453502,2671.21524284058,2272.48244284058
2357.75498453502,2482.48464284058,3317.50404284058
2021.78298453502,2209.82414284058,3393.14524284058
2074.48498453502,3130.26924284058,3218.04524284058
1977.15898453502,2500.89774284058,3192.29724284058
1975.75298453502,2133.21224284058,2901.60174284058
2057.56498453502,3255.23424284058,2650.40374284058
2859.87498453502,2342.62724284058,2650.40374284058
2106.69498453502,2415.05164284058,3365.04134284058
2106.69498453502,2132.46924284058,2900.94644284058
2483.28498453502,2133.79024284058,2676.22224284058
1948.86998453502,3245.15084284058,2747.90424284058
1975.75298453502,2474.68284284058,2423.31174284058
2057.56498453502,2251.52834284058,3514.58974284058
2608.81498453502,2195.06474284058,3436.91684284058
2269.88398453502,2715.89774284058,3143.69024284058
2106.69498453502,3186.77624284058,2578.79274284058
2169.45998453502,2203.04184284058,2726.14624284058
1948.86998453502,2124.16784284058,3031.26624284058
1975.75298453502,2151.63424284058,2805.84424284058
2022.79488453502,2050.49524284058,2614.07784284058
2083.53248453502,2070.94824284058,2530.12634284058
2052.85298453502,2060.19594284058,2691.34424284058
2099.89488453502,3092.08974284058,3764.68331088632
2093.75898453502,2225.45624284058,3014.74031088632
2093.75898453502,2272.07314284058,2802.94881088632
2103.98548453502,2087.81874284058,2482.51131088632
2083.53248453502,2203.27824284058,3312.72891088632
2052.85298453502,2255.15274284058,2723.56731088632
